OBJECTID,OccurredFrom_Timestamp,OccurredThrough_Timestamp,Reported_Timestamp,Statute_Text,Statute_Description,Weapon_Description,Larceny_Type,Location_Type,x,y
28758,1583085720000,1583085720000,1583106060000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Semiautomatic Handgun,* No Larceny Type Specified *,Parking Lot,-77.59562802789276,43.16965789221155
28759,1581885780000,1581885780000,1581904680000,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Semiautomatic Handgun,* No Larceny Type Specified *,Other Retail Store,-77.59562802789276,43.16965789221155
28760,1581277560000,1581277560000,1581295560000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.59562802789276,43.16965789221155
28993,1582587180000,1582587180000,1582605180000,Motor Vehicle Theft,Unauthorized Use of Vehicle 2nd                             ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.62667194134073,43.164899942545816
29045,1583036880000,1583036880000,1583054880000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Grocery/Supermarket,-77.65382796445321,43.15973953128889
29070,1583875800000,1583875800000,1583892960000,Robbery,Robbery 1st: Forcible Theft Armed With a Deadly Weapon      ,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,-77.59373641825037,43.174158085686976
29216,1585698300000,1585698300000,1585712700000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Barber/Beauty Shop,-77.56623944150009,43.15062101648331
29395,1584261000000,1584261000000,1584276540000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.64951552144218,43.14508823329017
29492,1585105260000,1585105260000,1585119660000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.66484476031508,43.17394854058572
29650,1582210800000,1582210800000,1582238040000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.58105510269942,43.167408903110456
29669,1584876540000,1584876540000,1584890940000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Knife/Cutting Instrument,* No Larceny Type Specified *,Single Family Home,-77.57574410928058,43.16268757354693
29691,1584467100000,1584467100000,1584481500000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Semiautomatic Handgun,* No Larceny Type Specified *,Single Family Home,-77.65507414622668,43.136075930395414
29692,1583690760000,1583690760000,1583705160000,Aggravated Assault,Menacing 2nd: Weapon                                        ,Firearm,* No Larceny Type Specified *,Street,-77.65507414622668,43.136075930395414
29803,1584913320000,1584913320000,1584927720000,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.63531021332862,43.18076019122394
29923,1581799500000,1581852600000,1581870720000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.63900668746558,43.202799325734816
30015,1582324200000,1582370280000,1582388280000,Larceny,Grand Larceny 3rd                                           ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.60583464077698,43.18541913633755
30074,1580891400000,1580891700000,1580909700000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.63946714742626,43.1977054465311
30204,1583186400000,1583200800000,1583327400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.56838343004421,43.16603395737652
30212,1580899800000,1580899800000,1580918160000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Knife/Cutting Instrument,* No Larceny Type Specified *,Yard,-77.6368178446342,43.17916395225175
30311,1585558800000,1585560600000,1585584000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.58379288485627,43.16443044988542
30364,1584005400000,1584025800000,1584040200000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.63779731077075,43.19637727214552
30414,1583398800000,1583442000000,1583539800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Yard,-77.64644669934395,43.168861645340534
30441,1584651600000,1584727200000,1584748800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Yard,-77.59646420651875,43.1358005769495
30501,1582723800000,1582735920000,1582752660000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.66633303455245,43.174297658816734
30567,1581526800000,1581527400000,1581547800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,-77.59923394117308,43.17257478437991
30736,1581787800000,1581834600000,1581853320000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.63534401802931,43.1929424848758
30782,1581631200000,1581660000000,1581703200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,-77.64848847077072,43.1730974858568
30850,1582927200000,1583244000000,1583268660000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.59940655489861,43.16406445973996
30874,1580827500000,1580827800000,1580911500000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Parking Lot,-77.60215641939665,43.169319200812
30916,1583776620000,1583776620000,1583791020000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Purse-snatching,Street,-77.6068466790511,43.17706410825838
30924,1583353440000,1583353440000,1583373420000,Robbery,Robbery 3rd                                                 ,Personal Weapons,* No Larceny Type Specified *,Street,-77.62677283830718,43.13927426105727
31165,1582113600000,1582372800000,1582411260000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.57913491884909,43.182015198022036
31252,1582318800000,1582329600000,1582386180000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Single Family Home,-77.64669981745688,43.177551268937066
31276,1582074000000,1582074000000,1582092420000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.60067592214213,43.18137375174687
31518,1584376200000,1584390600000,1584407100000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Other Residential,-77.6381693633241,43.197513078956824
31546,1582695900000,1582696800000,1582729740000,Aggravated Assault,Menacing 2nd: Weapon                                        ,"Revolver, Derringer, or Single-shot Pistol",* No Larceny Type Specified *,Single Family Home,-77.62184945876615,43.14967993453589
31620,1584484200000,1584485100000,1584529800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.59643806993688,43.180766706029004
31677,1583022600000,1583074800000,1583094000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.61711671439882,43.150653182985494
31691,1584723600000,1584725400000,1584744420000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.61013581371712,43.182098810138356
31724,1583094600000,1583134200000,1583154000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Yard,-77.64959677088477,43.13007062183935
31793,1583416800000,1583451000000,1583480940000,Aggravated Assault,Assault 2nd: With Intent To Cause Serious Physical Injury   ,Not Reported,* No Larceny Type Specified *,Single Family Home,-77.64066657598947,43.17112269984053
31802,1583359080000,1583359080000,1583379240000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Blunt Object,* No Larceny Type Specified *,Street,-77.61805584925817,43.18561981235321
31813,1581865200000,1581908400000,1581927240000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.60960506900243,43.1821193330254
31966,1583454720000,1583454720000,1583472720000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Knife/Cutting Instrument,* No Larceny Type Specified *,Single Family Home,-77.64209375585534,43.17952958924446
31994,1584114900000,1584633300000,1584615720000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Street,-77.6314802658105,43.13870919497925
32261,1582527600000,1582545600000,1582571100000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.57730756610098,43.16764524742393
32457,1584835260000,1584875700000,1584897300000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.64088621655387,43.17913597163976
33144,1582421340000,1582421340000,1582441260000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Semiautomatic Handgun,* No Larceny Type Specified *,Parking Lot,-77.63219890080418,43.18056851117381
33472,1583353920000,1583394300000,1583441820000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.65200506112785,43.148755876531176
33532,1583182800000,1583218800000,1583236800000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,-77.56007830612896,43.17761051116183
33598,1584100800000,1584198000000,1584222300000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Outside Location,-77.61730738916296,43.1812792677677
33647,1583694600000,1583694960000,1583709360000,Larceny,Grand Larceny 4th: Property Taken From Person               ,* No Weapon Specified *,All Other Larcenies,Street,-77.6231389694285,43.181346022964796
33945,1581620400000,1581663120000,1581681120000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Auto Sales Lot,-77.65755723379631,43.151572447537156
34030,1584199200000,1584199800000,1584215940000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Street,-77.64947785947274,43.155019182677
